_id,Reported_Date,Region,Institution,Total_Active_Inmate_Cases_As_Of_Reported_Date,Cumul_Nr_Resolved_Inmate_Cases_As_Of_Reported_Date,Cumul_Nr_Positive_Released_Inmate_Cases_As_Of_Reported_Date
1218,2020-10-13,Eastern,Central East Correctional Centre,0,1,2
1219,2020-10-13,Central,Niagara Detention Centre,0,1,1
1220,2020-10-13,Western,Central North Correctional Centre,0,2,1
1221,2020-10-13,Northern,Kenora Jail,0,2,0
1222,2020-10-13,Western,Ottawa Carleton Detention Centre,0,1,1
1223,2020-10-13,Western,South West Detention Center,0,2,0
1224,2020-10-13,Toronto,Toronto East Detention Centre,0,1,0
1225,2020-10-14,Northern,Monteith Correctional Centre,0,1,0
1226,2020-10-14,Central,Maplehurst Correctional Complex,0,6,3
1227,2020-10-14,Central,Ontario Correctional Institute,0,89,2
1228,2020-10-14,Toronto,Toronto South Detention Centre,1,14,8
1229,2020-10-14,Central,Milton-Vanier Centre For Women,1,1,4
1230,2020-10-14,Western,Elgin-Middlesex Det. Centre,0,1,0
1231,2020-10-14,Central,Hamilton Wentworth Det Centre,0,1,1
1232,2020-10-14,Eastern,Central East Correctional Centre,0,1,2
1233,2020-10-14,Central,Niagara Detention Centre,0,1,1
1234,2020-10-14,Western,Central North Correctional Centre,0,2,1
1235,2020-10-14,Northern,Kenora Jail,0,2,0
1236,2020-10-14,Western,Ottawa Carleton Detention Centre,0,1,1
1237,2020-10-14,Western,South West Detention Center,0,2,0
1238,2020-10-14,Toronto,Toronto East Detention Centre,0,1,0
1239,2020-10-15,Northern,Monteith Correctional Centre,0,1,0
1240,2020-10-15,Central,Maplehurst Correctional Complex,0,6,3
1241,2020-10-15,Central,Ontario Correctional Institute,0,89,2
1242,2020-10-15,Toronto,Toronto South Detention Centre,1,14,8
1243,2020-10-15,Central,Milton-Vanier Centre For Women,1,1,4
1244,2020-10-15,Western,Elgin-Middlesex Det. Centre,0,1,0
1245,2020-10-15,Central,Hamilton Wentworth Det Centre,0,1,1
1246,2020-10-15,Eastern,Central East Correctional Centre,0,1,2
1247,2020-10-15,Central,Niagara Detention Centre,0,1,1
1248,2020-10-15,Western,Central North Correctional Centre,0,2,1
1249,2020-10-15,Northern,Kenora Jail,0,2,0
1250,2020-10-15,Western,Ottawa Carleton Detention Centre,0,1,1
1251,2020-10-15,Western,South West Detention Center,0,2,0
1252,2020-10-15,Toronto,Toronto East Detention Centre,0,1,0
1253,2020-10-18,Northern,Monteith Correctional Centre,0,1,0
1254,2020-10-18,Central,Maplehurst Correctional Complex,1,6,3
1255,2020-10-18,Central,Ontario Correctional Institute,0,89,2
1256,2020-10-18,Toronto,Toronto South Detention Centre,1,14,8
1257,2020-10-18,Central,Milton-Vanier Centre For Women,1,1,4
1258,2020-10-18,Western,Elgin-Middlesex Det. Centre,0,1,0
1259,2020-10-18,Central,Hamilton Wentworth Det Centre,0,1,1
1260,2020-10-18,Eastern,Central East Correctional Centre,0,1,2
1261,2020-10-18,Central,Niagara Detention Centre,0,1,1
1262,2020-10-18,Western,Central North Correctional Centre,0,2,1
1263,2020-10-18,Northern,Kenora Jail,0,2,0
1264,2020-10-18,Western,Ottawa Carleton Detention Centre,0,1,1
1265,2020-10-18,Western,South West Detention Center,0,2,0
1266,2020-10-18,Toronto,Toronto East Detention Centre,0,1,0
1267,2020-10-18,Northern,Algoma Treatment and Remand Centre,1,0,0
1268,2020-10-19,Northern,Monteith Correctional Centre,0,1,0
1269,2020-10-19,Central,Maplehurst Correctional Complex,1,6,3
1270,2020-10-19,Central,Ontario Correctional Institute,0,89,2
1271,2020-10-19,Toronto,Toronto South Detention Centre,1,14,8
1272,2020-10-19,Central,Milton-Vanier Centre For Women,1,1,4
1273,2020-10-19,Western,Elgin-Middlesex Det. Centre,0,1,0
1274,2020-10-19,Central,Hamilton Wentworth Det Centre,0,1,1
1275,2020-10-19,Eastern,Central East Correctional Centre,0,1,2
1276,2020-10-19,Central,Niagara Detention Centre,0,1,1
1277,2020-10-19,Western,Central North Correctional Centre,0,2,1
1278,2020-10-19,Northern,Kenora Jail,0,2,0
1279,2020-10-19,Western,Ottawa Carleton Detention Centre,0,1,1
1280,2020-10-19,Western,South West Detention Center,0,2,0
1281,2020-10-19,Toronto,Toronto East Detention Centre,0,1,0
1282,2020-10-19,Northern,Algoma Treatment and Remand Centre,1,0,0
1283,2020-10-20,Northern,Monteith Correctional Centre,0,1,0
1284,2020-10-20,Central,Maplehurst Correctional Complex,1,6,3
1285,2020-10-20,Central,Ontario Correctional Institute,0,89,2
1286,2020-10-20,Toronto,Toronto South Detention Centre,1,14,8
1287,2020-10-20,Central,Milton-Vanier Centre For Women,0,2,4
1288,2020-10-20,Western,Elgin-Middlesex Det. Centre,1,1,0
1289,2020-10-20,Central,Hamilton Wentworth Det Centre,0,1,1
1290,2020-10-20,Eastern,Central East Correctional Centre,0,1,2
1291,2020-10-20,Central,Niagara Detention Centre,0,1,1
1292,2020-10-20,Western,Central North Correctional Centre,0,2,1
1293,2020-10-20,Northern,Kenora Jail,0,2,0
1294,2020-10-20,Western,Ottawa Carleton Detention Centre,0,1,1
1295,2020-10-20,Western,South West Detention Center,0,2,0
1296,2020-10-20,Toronto,Toronto East Detention Centre,0,1,0
1297,2020-10-20,Northern,Algoma Treatment and Remand Centre,1,0,0
1298,2020-10-21,Northern,Monteith Correctional Centre,0,1,0
1299,2020-10-21,Central,Maplehurst Correctional Complex,1,6,3
1300,2020-10-21,Central,Ontario Correctional Institute,0,89,2
1301,2020-10-21,Toronto,Toronto South Detention Centre,0,15,8
1302,2020-10-21,Central,Milton-Vanier Centre For Women,0,2,4
1303,2020-10-21,Western,Elgin-Middlesex Det. Centre,1,1,0
1304,2020-10-21,Central,Hamilton Wentworth Det Centre,0,1,1
1305,2020-10-21,Eastern,Central East Correctional Centre,0,1,2
1306,2020-10-21,Central,Niagara Detention Centre,0,1,1
1307,2020-10-21,Western,Central North Correctional Centre,0,2,1
1308,2020-10-21,Northern,Kenora Jail,0,2,0
1309,2020-10-21,Western,Ottawa Carleton Detention Centre,0,1,1
1310,2020-10-21,Western,South West Detention Center,0,2,0
1311,2020-10-21,Toronto,Toronto East Detention Centre,0,1,0
1312,2020-10-21,Northern,Algoma Treatment and Remand Centre,1,0,0
1313,2020-10-22,Northern,Monteith Correctional Centre,0,1,0
1314,2020-10-22,Central,Maplehurst Correctional Complex,1,6,3
1315,2020-10-22,Central,Ontario Correctional Institute,0,89,2
1316,2020-10-22,Toronto,Toronto South Detention Centre,0,15,8
1317,2020-10-22,Central,Milton-Vanier Centre For Women,0,2,4
1318,2020-10-22,Western,Elgin-Middlesex Det. Centre,1,1,0
1319,2020-10-22,Central,Hamilton Wentworth Det Centre,0,1,1
1320,2020-10-22,Eastern,Central East Correctional Centre,0,1,2
1321,2020-10-22,Central,Niagara Detention Centre,0,1,1
1322,2020-10-22,Western,Central North Correctional Centre,0,2,1
1323,2020-10-22,Northern,Kenora Jail,0,2,0
1324,2020-10-22,Western,Ottawa Carleton Detention Centre,0,1,1
1325,2020-10-22,Western,South West Detention Center,0,2,0
1326,2020-10-22,Toronto,Toronto East Detention Centre,0,1,0
1327,2020-10-22,Northern,Algoma Treatment and Remand Centre,1,0,0
1328,2020-10-25,Northern,Monteith Correctional Centre,0,1,0
1329,2020-10-25,Central,Maplehurst Correctional Complex,0,7,3
1330,2020-10-25,Central,Ontario Correctional Institute,0,89,2
1331,2020-10-25,Toronto,Toronto South Detention Centre,0,15,8
1332,2020-10-25,Central,Milton-Vanier Centre For Women,0,2,4
1333,2020-10-25,Western,Elgin-Middlesex Det. Centre,1,1,0
1334,2020-10-25,Central,Hamilton Wentworth Det Centre,0,1,1
1335,2020-10-25,Eastern,Central East Correctional Centre,0,1,2
1336,2020-10-25,Central,Niagara Detention Centre,0,1,1
1337,2020-10-25,Western,Central North Correctional Centre,0,2,2
1338,2020-10-25,Northern,Kenora Jail,0,2,0
1339,2020-10-25,Western,Ottawa Carleton Detention Centre,1,1,1
1340,2020-10-25,Western,South West Detention Center,0,2,0
1341,2020-10-25,Toronto,Toronto East Detention Centre,0,1,0
1342,2020-10-25,Northern,Algoma Treatment and Remand Centre,0,1,0
1343,2020-10-25,Western,Sarnia Jail,1,0,0
1344,2020-10-26,Northern,Monteith Correctional Centre,0,1,0
1345,2020-10-26,Central,Maplehurst Correctional Complex,0,7,3
1346,2020-10-26,Central,Ontario Correctional Institute,0,89,2
1347,2020-10-26,Toronto,Toronto South Detention Centre,1,15,8
1348,2020-10-26,Central,Milton-Vanier Centre For Women,0,2,4
1349,2020-10-26,Western,Elgin-Middlesex Det. Centre,1,1,0
1350,2020-10-26,Central,Hamilton Wentworth Det Centre,0,1,1
1351,2020-10-26,Eastern,Central East Correctional Centre,0,1,2
1352,2020-10-26,Central,Niagara Detention Centre,0,1,1
1353,2020-10-26,Western,Central North Correctional Centre,0,2,2
1354,2020-10-26,Northern,Kenora Jail,0,2,0
1355,2020-10-26,Western,Ottawa Carleton Detention Centre,1,1,1
1356,2020-10-26,Western,South West Detention Center,0,2,0
1357,2020-10-26,Toronto,Toronto East Detention Centre,0,1,0
1358,2020-10-26,Northern,Algoma Treatment and Remand Centre,0,1,0
1359,2020-10-26,Western,Sarnia Jail,1,0,0
1360,2020-10-27,Northern,Monteith Correctional Centre,0,1,0
1361,2020-10-27,Central,Maplehurst Correctional Complex,0,7,3
1362,2020-10-27,Central,Ontario Correctional Institute,0,89,2
1363,2020-10-27,Toronto,Toronto South Detention Centre,1,15,8
1364,2020-10-27,Central,Milton-Vanier Centre For Women,0,2,4
1365,2020-10-27,Western,Elgin-Middlesex Det. Centre,1,1,0
1366,2020-10-27,Central,Hamilton Wentworth Det Centre,0,1,1
1367,2020-10-27,Eastern,Central East Correctional Centre,0,1,2
1368,2020-10-27,Central,Niagara Detention Centre,0,1,1
1369,2020-10-27,Western,Central North Correctional Centre,0,2,2
1370,2020-10-27,Northern,Kenora Jail,0,2,0
1371,2020-10-27,Western,Ottawa Carleton Detention Centre,1,1,1
1372,2020-10-27,Western,South West Detention Center,0,2,0
1373,2020-10-27,Toronto,Toronto East Detention Centre,0,1,0
1374,2020-10-27,Northern,Algoma Treatment and Remand Centre,0,1,0
1375,2020-10-27,Western,Sarnia Jail,1,0,0
1376,2020-10-28,Northern,Monteith Correctional Centre,0,1,0
1377,2020-10-28,Central,Maplehurst Correctional Complex,0,7,3
1378,2020-10-28,Central,Ontario Correctional Institute,0,89,2
1379,2020-10-28,Toronto,Toronto South Detention Centre,1,15,8
1380,2020-10-28,Central,Milton-Vanier Centre For Women,0,2,4
1381,2020-10-28,Western,Elgin-Middlesex Det. Centre,1,1,0
1382,2020-10-28,Central,Hamilton Wentworth Det Centre,0,1,1
1383,2020-10-28,Eastern,Central East Correctional Centre,0,1,2
1384,2020-10-28,Central,Niagara Detention Centre,0,1,1
1385,2020-10-28,Western,Central North Correctional Centre,0,2,2
1386,2020-10-28,Northern,Kenora Jail,0,2,0
1387,2020-10-28,Western,Ottawa Carleton Detention Centre,1,1,1
1388,2020-10-28,Western,South West Detention Center,0,2,0
1389,2020-10-28,Toronto,Toronto East Detention Centre,0,1,0
1390,2020-10-28,Northern,Algoma Treatment and Remand Centre,0,1,0
1391,2020-10-28,Western,Sarnia Jail,0,1,0
1392,2020-10-29,Northern,Monteith Correctional Centre,0,1,0
1393,2020-10-29,Central,Maplehurst Correctional Complex,0,7,3
1394,2020-10-29,Central,Ontario Correctional Institute,0,89,2
1395,2020-10-29,Toronto,Toronto South Detention Centre,1,15,8
1396,2020-10-29,Central,Milton-Vanier Centre For Women,0,2,4
1397,2020-10-29,Western,Elgin-Middlesex Det. Centre,1,1,0
1398,2020-10-29,Central,Hamilton Wentworth Det Centre,0,1,1
1399,2020-10-29,Eastern,Central East Correctional Centre,0,1,2
1400,2020-10-29,Central,Niagara Detention Centre,0,1,1
1401,2020-10-29,Western,Central North Correctional Centre,0,2,2
1402,2020-10-29,Northern,Kenora Jail,0,2,0
1403,2020-10-29,Western,Ottawa Carleton Detention Centre,1,1,1
1404,2020-10-29,Western,South West Detention Center,0,2,0
1405,2020-10-29,Toronto,Toronto East Detention Centre,0,1,0
1406,2020-10-29,Northern,Algoma Treatment and Remand Centre,0,1,0
1407,2020-10-29,Western,Sarnia Jail,0,1,0
1408,2020-11-01,Northern,Monteith Correctional Centre,0,1,0
1409,2020-11-01,Central,Maplehurst Correctional Complex,0,7,3
1410,2020-11-01,Central,Ontario Correctional Institute,0,89,2
1411,2020-11-01,Toronto,Toronto South Detention Centre,0,16,8
1412,2020-11-01,Central,Milton-Vanier Centre For Women,0,2,4
1413,2020-11-01,Western,Elgin-Middlesex Det. Centre,0,2,0
1414,2020-11-01,Central,Hamilton Wentworth Det Centre,0,1,1
1415,2020-11-01,Eastern,Central East Correctional Centre,0,1,2
1416,2020-11-01,Central,Niagara Detention Centre,0,1,1
1417,2020-11-01,Western,Central North Correctional Centre,0,2,2
1418,2020-11-01,Northern,Kenora Jail,0,2,0
1419,2020-11-01,Western,Ottawa Carleton Detention Centre,0,2,1
1420,2020-11-01,Western,South West Detention Center,0,2,0
1421,2020-11-01,Toronto,Toronto East Detention Centre,0,1,0
1422,2020-11-01,Northern,Algoma Treatment and Remand Centre,0,1,0
1423,2020-11-01,Western,Sarnia Jail,0,1,0
1424,2020-11-02,Northern,Monteith Correctional Centre,0,1,0
1425,2020-11-02,Central,Maplehurst Correctional Complex,0,7,3
1426,2020-11-02,Central,Ontario Correctional Institute,0,89,2
1427,2020-11-02,Toronto,Toronto South Detention Centre,0,16,8
1428,2020-11-02,Central,Milton-Vanier Centre For Women,0,2,4
1429,2020-11-02,Western,Elgin-Middlesex Det. Centre,0,2,0
1430,2020-11-02,Central,Hamilton Wentworth Det Centre,0,1,1
1431,2020-11-02,Eastern,Central East Correctional Centre,0,1,2
1432,2020-11-02,Central,Niagara Detention Centre,0,1,1
1433,2020-11-02,Western,Central North Correctional Centre,0,2,2
1434,2020-11-02,Northern,Kenora Jail,0,2,0
1435,2020-11-02,Western,Ottawa Carleton Detention Centre,0,2,1
1436,2020-11-02,Western,South West Detention Center,0,2,0
1437,2020-11-02,Toronto,Toronto East Detention Centre,0,1,0
1438,2020-11-02,Northern,Algoma Treatment and Remand Centre,0,1,0
1439,2020-11-02,Western,Sarnia Jail,0,1,0
1440,2020-11-03,Northern,Monteith Correctional Centre,0,1,0
1441,2020-11-03,Central,Maplehurst Correctional Complex,0,7,3
1442,2020-11-03,Central,Ontario Correctional Institute,0,89,2
1443,2020-11-03,Toronto,Toronto South Detention Centre,0,16,8
1444,2020-11-03,Central,Milton-Vanier Centre For Women,0,2,4
1445,2020-11-03,Western,Elgin-Middlesex Det. Centre,0,2,0
1446,2020-11-03,Central,Hamilton Wentworth Det Centre,0,1,1
1447,2020-11-03,Eastern,Central East Correctional Centre,0,1,2
1448,2020-11-03,Central,Niagara Detention Centre,0,1,1
1449,2020-11-03,Western,Central North Correctional Centre,0,2,2
1450,2020-11-03,Northern,Kenora Jail,0,2,0
1451,2020-11-03,Western,Ottawa Carleton Detention Centre,0,2,1
1452,2020-11-03,Western,South West Detention Center,0,2,0
1453,2020-11-03,Toronto,Toronto East Detention Centre,0,1,0
1454,2020-11-03,Northern,Algoma Treatment and Remand Centre,0,1,0
1455,2020-11-03,Western,Sarnia Jail,0,1,0
1456,2020-11-04,Northern,Monteith Correctional Centre,0,1,0
1457,2020-11-04,Central,Maplehurst Correctional Complex,1,7,3
1458,2020-11-04,Central,Ontario Correctional Institute,0,89,2
1459,2020-11-04,Toronto,Toronto South Detention Centre,0,16,8
1460,2020-11-04,Central,Milton-Vanier Centre For Women,0,2,4
1461,2020-11-04,Western,Elgin-Middlesex Det. Centre,0,2,0
1462,2020-11-04,Central,Hamilton Wentworth Det Centre,0,1,1
1463,2020-11-04,Eastern,Central East Correctional Centre,0,1,2
1464,2020-11-04,Central,Niagara Detention Centre,0,1,1
1465,2020-11-04,Western,Central North Correctional Centre,0,2,2
1466,2020-11-04,Northern,Kenora Jail,0,2,0
1467,2020-11-04,Western,Ottawa Carleton Detention Centre,0,2,1
1468,2020-11-04,Western,South West Detention Center,0,2,0
1469,2020-11-04,Toronto,Toronto East Detention Centre,0,1,0
1470,2020-11-04,Northern,Algoma Treatment and Remand Centre,0,1,0
1471,2020-11-04,Western,Sarnia Jail,0,1,0
1472,2020-11-05,Northern,Monteith Correctional Centre,0,1,0
1473,2020-11-05,Central,Maplehurst Correctional Complex,1,7,3
1474,2020-11-05,Central,Ontario Correctional Institute,0,89,2
1475,2020-11-05,Toronto,Toronto South Detention Centre,0,16,8
1476,2020-11-05,Central,Milton-Vanier Centre For Women,0,2,4
1477,2020-11-05,Western,Elgin-Middlesex Det. Centre,0,2,0
1478,2020-11-05,Central,Hamilton Wentworth Det Centre,0,1,1
1479,2020-11-05,Eastern,Central East Correctional Centre,0,1,2
1480,2020-11-05,Central,Niagara Detention Centre,0,1,1
1481,2020-11-05,Western,Central North Correctional Centre,0,2,2
1482,2020-11-05,Northern,Kenora Jail,0,2,0
1483,2020-11-05,Western,Ottawa Carleton Detention Centre,0,2,1
1484,2020-11-05,Western,South West Detention Center,0,2,0
1485,2020-11-05,Toronto,Toronto East Detention Centre,0,1,0
1486,2020-11-05,Northern,Algoma Treatment and Remand Centre,0,1,0
1487,2020-11-05,Western,Sarnia Jail,0,1,0
1488,2020-11-08,Northern,Monteith Correctional Centre,0,1,0
1489,2020-11-08,Central,Maplehurst Correctional Complex,1,7,3
1490,2020-11-08,Central,Ontario Correctional Institute,0,89,2
1491,2020-11-08,Toronto,Toronto South Detention Centre,0,16,8
1492,2020-11-08,Central,Milton-Vanier Centre For Women,0,2,4
1493,2020-11-08,Western,Elgin-Middlesex Det. Centre,0,2,0
1494,2020-11-08,Central,Hamilton Wentworth Det Centre,0,1,1
1495,2020-11-08,Eastern,Central East Correctional Centre,0,1,2
1496,2020-11-08,Central,Niagara Detention Centre,0,1,1
1497,2020-11-08,Western,Central North Correctional Centre,0,2,2
1498,2020-11-08,Northern,Kenora Jail,0,2,0
1499,2020-11-08,Western,Ottawa Carleton Detention Centre,0,2,1
1500,2020-11-08,Western,South West Detention Center,0,2,0
1501,2020-11-08,Toronto,Toronto East Detention Centre,0,1,0
1502,2020-11-08,Northern,Algoma Treatment and Remand Centre,0,1,0
1503,2020-11-08,Western,Sarnia Jail,0,1,0
1504,2020-11-09,Northern,Monteith Correctional Centre,0,1,0
1505,2020-11-09,Central,Maplehurst Correctional Complex,1,7,3
1506,2020-11-09,Central,Ontario Correctional Institute,0,89,2
1507,2020-11-09,Toronto,Toronto South Detention Centre,0,16,8
1508,2020-11-09,Central,Milton-Vanier Centre For Women,0,2,4
1509,2020-11-09,Western,Elgin-Middlesex Det. Centre,0,2,0
1510,2020-11-09,Central,Hamilton Wentworth Det Centre,0,1,1
1511,2020-11-09,Eastern,Central East Correctional Centre,0,1,2
1512,2020-11-09,Central,Niagara Detention Centre,0,1,1
1513,2020-11-09,Western,Central North Correctional Centre,0,2,2
1514,2020-11-09,Northern,Kenora Jail,0,2,0
1515,2020-11-09,Western,Ottawa Carleton Detention Centre,0,2,1
1516,2020-11-09,Western,South West Detention Center,0,2,0
1517,2020-11-09,Toronto,Toronto East Detention Centre,0,1,0
1518,2020-11-09,Northern,Algoma Treatment and Remand Centre,0,1,0
1519,2020-11-09,Western,Sarnia Jail,0,1,0
1520,2020-11-11,Northern,Monteith Correctional Centre,0,1,0
1521,2020-11-11,Central,Maplehurst Correctional Complex,2,7,3
1522,2020-11-11,Central,Ontario Correctional Institute,0,89,2
1523,2020-11-11,Toronto,Toronto South Detention Centre,1,16,8
1524,2020-11-11,Central,Milton-Vanier Centre For Women,0,2,4
1525,2020-11-11,Western,Elgin-Middlesex Det. Centre,0,2,0
1526,2020-11-11,Central,Hamilton Wentworth Det Centre,0,1,1
1527,2020-11-11,Eastern,Central East Correctional Centre,0,1,2
1528,2020-11-11,Central,Niagara Detention Centre,0,1,1
1529,2020-11-11,Western,Central North Correctional Centre,0,2,2
1530,2020-11-11,Northern,Kenora Jail,0,2,0
1531,2020-11-11,Western,Ottawa Carleton Detention Centre,0,2,1
1532,2020-11-11,Western,South West Detention Center,0,2,0
1533,2020-11-11,Toronto,Toronto East Detention Centre,0,1,0
1534,2020-11-11,Northern,Algoma Treatment and Remand Centre,0,1,0
1535,2020-11-11,Western,Sarnia Jail,0,1,0
1536,2020-11-12,Northern,Monteith Correctional Centre,0,1,0
1537,2020-11-12,Central,Maplehurst Correctional Complex,1,7,4
1538,2020-11-12,Central,Ontario Correctional Institute,0,89,2
1539,2020-11-12,Toronto,Toronto South Detention Centre,2,16,8
1540,2020-11-12,Central,Milton-Vanier Centre For Women,0,2,4
1541,2020-11-12,Western,Elgin-Middlesex Det. Centre,0,2,0
1542,2020-11-12,Central,Hamilton Wentworth Det Centre,0,1,1
